variable	mean_min_depth	no_of_nodes	mse_increase	node_purity_increase	no_of_trees	times_a_root	p_value
ASV_1146	25.2695130053977	839	-0.00114573937395379	2.42690299554127	820	0	1
ASV_1147	26.7865488746308	56	3.62389770357717e-08	0.00163592489450287	56	0	1
ASV_1148	26.4517680211834	230	-6.83415571800321e-06	0.217836223694947	230	0	1
ASV_1149	26.4152704348712	241	0	0.271696187159102	241	0	1
ASV_115	14.7498295753132	16733	0.017493122257334	4.46648991624877	8082	0	0
ASV_1150	NA	0	0	0	0	0	1
ASV_1152	NA	0	0	0	0	0	1
ASV_1153	NA	0	0	0	0	0	1
ASV_1154	26.8387565739892	13	0	0.000192234266071101	13	0	1
ASV_1155	26.7685189326815	77	2.45800695814997e-07	0.00581997808267288	76	0	1
ASV_1156	26.737324819228	101	-9.15460026865629e-07	0.00611886413450314	101	0	1
ASV_1157	NA	0	0	0	0	0	1
ASV_1158	NA	0	0	0	0	0	1
ASV_1159	26.2264119360424	360	-0.000163205422961119	0.190724138053667	353	0	1
ASV_116	14.1345211528669	15588	0.00330091718952466	4.88993056021101	7895	0	0
ASV_1160	NA	0	0	0	0	0	1
ASV_1161	26.4947649658825	267	-1.46819624013483e-05	0.079647169317879	265	0	1
ASV_1162	26.790920521438	42	9.99533461798376e-08	0.00134898825177164	42	0	1
ASV_1163	NA	0	0	0	0	0	1
ASV_1164	NA	0	0	0	0	0	1
ASV_1165	NA	0	0	0	0	0	1
ASV_1166	NA	0	0	0	0	0	1
ASV_1167	24.7444028516142	1189	-0.000972314191268257	2.40882116963534	1157	0	1
ASV_1168	26.3513809349221	287	2.19430690655095e-05	0.291231109484101	286	0	1
ASV_1169	26.6941773704043	137	-3.12935975341083e-06	0.0137500025575204	137	0	1
ASV_117	13.2753807108667	18390	0.00664183548156305	4.73087978113183	8395	0	0
ASV_1170	26.8454744271311	6	0	8.12654187609716e-05	6	0	1
ASV_1171	26.8295039209696	14	0	0.00147703208332631	14	0	1
ASV_1172	NA	0	0	0	0	0	1
ASV_1173	26.6788629188308	94	2.67124355751855e-05	0.109356277095687	94	0	1
ASV_1174	26.7615181179346	71	2.35358043512197e-06	0.00854930978109553	71	0	1
ASV_1175	26.3882258071087	327	2.85215786066663e-05	0.112985305521243	325	0	1
ASV_1176	NA	0	0	0	0	0	1
ASV_1177	NA	0	0	0	0	0	1
ASV_1178	26.6638884204094	143	-2.35066684365998e-05	0.0531792580515323	141	0	1
ASV_1179	26.2715626845911	394	-7.57781214817447e-05	0.0927865846627828	389	0	1
ASV_118	26.36130544862	377	3.14092822005683e-05	0.169247034182808	370	0	1
ASV_1180	NA	0	0	0	0	0	1
ASV_1181	26.8344074956717	15	0	0.00032859838376308	15	0	1
ASV_1182	26.742828027294	81	5.22770745843186e-07	0.00387570184947868	81	0	1
ASV_1183	26.8200853854771	31	9.75992154771705e-08	0.000954885985121819	31	0	1
ASV_1184	26.8377985130869	17	0	0.000279920127745461	17	0	1
ASV_1186	NA	0	0	0	0	0	1
ASV_1187	NA	0	0	0	0	0	1
ASV_1188	NA	0	0	0	0	0	1
ASV_1189	NA	0	0	0	0	0	1
ASV_119	25.3364177614828	1092	4.08463896544384e-05	0.488733232402086	1049	0	1
ASV_1190	26.7393351665139	79	-4.8146372323605e-06	0.010931270104582	79	0	1
ASV_1191	26.5761073429066	214	-6.67710696132817e-06	0.0232140209134758	209	0	1
ASV_1192	26.4519866585192	205	-1.95308734623502e-06	0.235442529866097	204	0	1
ASV_1193	NA	0	0	0	0	0	1
ASV_1194	NA	0	0	0	0	0	1
ASV_1195	NA	0	0	0	0	0	1
ASV_1196	26.7235232101029	111	-2.67452045668328e-06	0.00745163597014372	111	0	1
ASV_1198	26.8286778898055	20	0	0.000228391398298822	20	0	1
ASV_1199	26.7661727263469	69	1.01142037793791e-07	0.00252245069975281	69	0	1
ASV_120	20.4002864650168	6675	0.00159895754018045	1.66523173188162	4923	0	0
ASV_1200	26.8258564619615	22	0	0.000879821139339508	22	0	1
ASV_1202	NA	0	0	0	0	0	1
ASV_1204	NA	0	0	0	0	0	1
ASV_1205	NA	0	0	0	0	0	1
ASV_1206	26.4412258274773	324	-5.18355384534271e-06	0.0301860311103359	321	0	1
ASV_1207	26.2963566147266	539	-9.87892402863625e-06	0.0473705688528028	527	0	1
ASV_1208	26.6369790610042	126	-2.81118431512302e-05	0.107061342568192	126	0	1
ASV_1209	26.805706568897	23	0	0.00629366328777754	23	0	1
ASV_121	19.857761380996	7443	0.00192758833940843	1.79751837925837	5314	0	0
ASV_1210	26.6527121702821	163	-2.3592979535797e-05	0.0482473012028258	163	0	1
ASV_1211	NA	0	0	0	0	0	1
ASV_1212	26.744959262654	94	-3.71609979746974e-07	0.00327772000153446	94	0	1
ASV_1213	26.1212093084836	678	4.23200364785258e-05	0.0704135653078582	650	0	1
ASV_1214	26.8300886037275	19	0	0.000192326310753623	19	0	1
ASV_1215	26.2636638965271	340	-0.000279487214535789	0.616483023296459	338	0	1
ASV_1216	26.5453694062532	192	-2.27359792354946e-05	0.160265755416708	190	0	1
ASV_1217	NA	0	0	0	0	0	1
ASV_1218	26.8164039311539	30	0	0.0024945316814531	30	0	1
ASV_1219	NA	0	0	0	0	0	1
ASV_122	15.4288577655566	13672	0.00370314960794963	3.34928667798612	7511	0	0
ASV_1220	26.0092273143905	767	2.24325206968905e-05	0.0796662616454676	734	0	1
ASV_1221	NA	0	0	0	0	0	1
ASV_1222	NA	0	0	0	0	0	1
ASV_1223	26.8234838781953	20	0	0.00119709400303077	20	0	1
ASV_1224	26.6015381403402	240	-3.66309466237225e-06	0.0105256211196359	234	0	1
ASV_1225	NA	0	0	0	0	0	1
ASV_1226	26.4334668296161	314	-4.76341746647551e-07	0.0160962220978575	313	0	1
ASV_1227	26.1053844994399	400	5.51173653055511e-05	0.979212410181502	391	0	1
ASV_1228	26.2755836643243	403	7.41750173585182e-06	0.303248125674438	399	0	1
ASV_1229	26.4692776046441	244	1.67954360835113e-05	0.147035797718804	243	0	1
ASV_123	15.4823995722579	12617	0.00357282673944918	3.10872265561868	7246	0	0
ASV_1230	26.0843748650575	445	0	0.300177748247898	443	0	1
ASV_1231	26.8142501273042	29	0	0.000292274990465309	29	0	1
ASV_1232	26.7866318158672	48	-3.22872295371174e-06	0.00292660096878395	48	0	1
ASV_1233	NA	0	0	0	0	0	1
ASV_1234	26.8366895203178	11	0	0.000114948116379471	11	0	1
ASV_1235	NA	0	0	0	0	0	1
ASV_1236	26.5513785925247	271	2.09063586631425e-06	0.0209835798496474	271	0	1
ASV_1237	26.8406463183624	10	0	0.00208174290945168	10	0	1
ASV_1238	26.5583300336083	214	-2.64664652375091e-06	0.043859407335337	212	0	1
ASV_1239	NA	0	0	0	0	0	1
ASV_124	17.4950146858132	9217	0.00239493770407585	2.73458171123912	6125	0	0
ASV_1240	26.514175150219	189	1.22090806507305e-05	0.0386289444241748	188	0	1
ASV_1241	NA	0	0	0	0	0	1
ASV_1242	24.629009654751	996	0.00199584961667453	3.84192750378144	988	0	1
ASV_1243	26.8057292799674	38	0	0.000445460191032783	38	0	1
ASV_1244	NA	0	0	0	0	0	1
ASV_1245	26.6153397494653	225	6.37339284139784e-06	0.0220636757449226	224	0	1
ASV_1246	26.7620235258173	64	-1.32672055371178e-05	0.0139689959718015	64	0	1
