variable	mean_min_depth	no_of_nodes	mse_increase	node_purity_increase	no_of_trees	times_a_root	p_value
84	6.52008647783005	50308	0.0521747364164685	57.5925644157394	9935	484	0
85	23.0906313682314	728	-5.99843606209414e-06	0.0650954585098933	709	0	1
86	13.8488541687519	10862	0.00174749768387966	4.34982690931848	6673	0	1
87	9.26408257431688	23515	0.000921901180478169	10.0824937516392	9050	0	1.37285929887537e-179
88	7.65730557501752	35253	0.00931592867711322	16.4242222215505	9731	0	0
89	11.2583985587028	15835	0.00661896202177844	11.6799388469407	8051	0	1
9	19.0669278350515	5580	-1.16564962966292e-05	0.881051768118042	4307	0	1
90	9.22445801221099	21814	0.0189684854485221	25.8863371305726	8951	0	1.63701464088123e-64
92	19.7602860574517	5083	-5.81493183263504e-05	0.778119438629003	4029	0	1
93	10.7093260934841	17430	0.0499855868757362	16.1920003783816	8398	0	1
94	23.4299573616255	260	-4.63847946433237e-06	0.0677971051801711	255	0	1
95	20.0759323391052	3784	0.000118814680211856	1.63821659927558	3231	0	1
96	18.3364590131118	4620	0.000374536671059317	1.65568678185045	3733	0	1
97	16.78574076669	7515	0.00437143682467206	3.72433390001216	5367	0	1
98	17.5020871784606	5992	0.000339725138907215	2.98390287350946	4514	0	1
99	22.2232961665499	1289	0.000520328733468237	0.526921596102701	1223	0	1
Counts	5.68894575117606	61535	0.018181760038392	35.6967672005766	9978	0	0
