variable	node_purity_increase
ASV_29	119.464184134479
ASV_58	81.8794930022223
ASV_28	72.366871028115
ASV_17	56.3407166777786
counts	47.2547180793435
ASV_23	46.8546199185544
ASV_92	46.4399021990194
ASV_30	45.5947223336055
ASV_50	45.3399480572943
ASV_84	30.1778891043198
ASV_71	27.8587671907584
ASV_125	27.7138493120748
ASV_117	26.1154510608094
ASV_4	25.113312364033
ASV_27	24.264572779689
ASV_63	23.6150927129002
ASV_39	23.0099624923506
ASV_38	22.9820112051165
ASV_2	22.6549420950116
ASV_5	22.3042026458183
ASV_65	21.9800067677786
ASV_32	20.9085177073403
ASV_18	20.8250305888988
ASV_66	20.7255343014762
ASV_255	20.3227009694374
ASV_44	20.1729479026617
ASV_112	19.7854462909097
ASV_54	19.4971856316059
ASV_7	19.1478714859462
ASV_80	18.5022765085045
ASV_172	18.3782906008924
ASV_558	18.3634620328707
ASV_91	18.2519612197183
ASV_49	17.9512450356441
ASV_3	17.9485621491331
ASV_22	17.5836804907406
ASV_110	17.5339992933644
ASV_6	17.3487581508644
ASV_1	16.6021111514734
ASV_235	16.259979789888
ASV_42	16.1035684400374
ASV_8	16.0797655042756
ASV_19	15.8106394718572
ASV_14	15.5066657456759
ASV_67	14.9219389518792
ASV_156	14.6148066346886
ASV_13	14.5924037258332
ASV_106	13.8550897591984
ASV_51	13.6348950568152
ASV_16	13.321391848187
ASV_35	13.162674862039
ASV_15	12.649551175399
ASV_337	12.4615218542175
ASV_76	12.3354813349225
ASV_26	12.2501419519743
ASV_60	12.2180329114
ASV_24	11.9172728610929
ASV_85	11.7650700327782
ASV_107	11.2965151990804
ASV_9	10.8206025730655
ASV_212	10.7192899562972
ASV_130	10.6064237679452
ASV_45	10.3624654483652
ASV_31	10.2690481741176
ASV_79	10.1431279250918
ASV_81	9.88098123607833
ASV_34	9.81638575264688
ASV_123	9.81237760246618
ASV_25	9.78490314540077
ASV_207	9.77607724841791
ASV_95	9.66949718022989
ASV_196	9.62248767083259
ASV_104	9.59993458764354
ASV_96	9.59688009827171
ASV_157	9.55787576987653
ASV_10	9.4331085515559
ASV_219	9.30684305095114
ASV_132	9.16409622872295
ASV_155	9.11500899523473
ASV_153	9.08336192178205
ASV_68	8.84337934918506
ASV_238	8.8173943727108
ASV_144	8.81267558746503
ASV_240	8.69412501414056
ASV_116	8.67863009277104
ASV_284	8.66612788769215
ASV_55	8.66317129718951
ASV_52	8.57906433903849
ASV_472	8.51945398459325
ASV_161	8.48901320508384
ASV_1167	8.47230960252953
ASV_304	8.41630150924698
ASV_373	8.31557787640097
ASV_124	8.29700631962836
ASV_175	8.08815764161333
ASV_194	8.06991213191512
ASV_160	7.77686530908324
ASV_41	7.7009091628679
ASV_380	7.64732301166721
ASV_62	7.61180950788661
ASV_309	7.44849459095899
ASV_11	7.34532502309512
ASV_21	7.26880119846591
ASV_299	7.03786003101972
ASV_59	7.01455551562497
ASV_57	6.9363687693877
ASV_138	6.88826328306418
ASV_719	6.84721645252233
ASV_167	6.80791758196322
ASV_191	6.71560693180293
ASV_37	6.67939283343399
ASV_46	6.64335705485492
ASV_75	6.61045529820336
ASV_372	6.25027364557476
ASV_142	6.1104201238826
ASV_247	6.06470939570745
ASV_97	6.04988144834808
ASV_171	5.95749229797847
ASV_261	5.90240061411885
ASV_53	5.83839453914998
ASV_83	5.80602318528672
ASV_89	5.80244823413467
ASV_232	5.7671728168882
ASV_122	5.68365130737734
ASV_757	5.590081097062
ASV_70	5.57867582939224
ASV_159	5.42113816818089
ASV_103	5.31404192524272
ASV_109	5.27745186554814
ASV_33	5.22326017605599
ASV_147	5.19398596604653
ASV_98	5.14870551181489
ASV_166	5.0530128820297
ASV_278	4.99886290073678
ASV_168	4.98713789569323
ASV_87	4.86251785424245
ASV_115	4.78088310401842
ASV_202	4.66329261340508
ASV_217	4.65498483345651
ASV_73	4.61477442918297
ASV_140	4.58187339712885
ASV_47	4.57757318279927
ASV_114	4.52767163753614
ASV_90	4.48314091385096
ASV_100	4.4125416987405
ASV_139	4.33934594445206
ASV_615	4.32015702039088
ASV_222	4.29255918787647
ASV_108	4.28551030198217
ASV_306	4.24048434208125
ASV_350	4.18854622897481
ASV_396	4.14198864289849
ASV_113	4.10846742117466
ASV_145	4.06294955097869
ASV_289	4.05018635650127
ASV_883	4.01157824935566
ASV_165	3.94524714638138
ASV_738	3.80819152767233
ASV_302	3.7565954320096
ASV_220	3.68624821160024
ASV_1392	3.66867222392715
ASV_188	3.58252920402548
ASV_467	3.53431303008357
ASV_664	3.51726656382432
ASV_308	3.50999508587356
ASV_164	3.50308093482712
ASV_105	3.46971960491432
ASV_482	3.41839767019592
ASV_685	3.39550488237502
ASV_48	3.38369364847252
ASV_393	3.37597065614837
ASV_40	3.2666948773128
ASV_187	3.25870423165075
ASV_640	3.25674694345717
ASV_237	3.24603922186641
ASV_838	3.24177999399987
ASV_705	3.23537557159046
ASV_336	3.23291865784656
ASV_370	3.22155926075514
ASV_756	3.19063667866423
ASV_541	3.15102551897313
ASV_974	3.13955637699563
ASV_245	3.06119932706283
ASV_43	3.05146336915466
ASV_694	3.00480164979003
ASV_388	2.99885408644592
ASV_374	2.98211465030363
ASV_272	2.97918953921308
ASV_283	2.97225544172027
ASV_620	2.94866220023682
ASV_86	2.92264348596788
ASV_258	2.9158095970939
ASV_146	2.90765481577555
ASV_224	2.89718772051121
ASV_1461	2.8926053858186
ASV_329	2.86222053696449
ASV_519	2.78469833460651
ASV_256	2.77696520970506
ASV_288	2.77216864383543
ASV_419	2.76834868120602
ASV_152	2.75237326724296
ASV_225	2.72092450131606
ASV_250	2.6681926383527
ASV_185	2.65141543039719
ASV_363	2.58625412760155
ASV_61	2.56382879278444
ASV_69	2.55721108112121
ASV_163	2.54365637527394
ASV_406	2.51991297359228
ASV_177	2.46767262960164
ASV_226	2.45200773315606
ASV_290	2.41971701439347
ASV_189	2.41585034543972
ASV_184	2.39859741676167
ASV_170	2.35583594221696
ASV_120	2.35552249909327
ASV_137	2.35455728089412
ASV_292	2.34676721736585
ASV_271	2.28997881560895
ASV_126	2.28807967759146
ASV_213	2.28456045231642
ASV_244	2.27576331141122
ASV_203	2.2196131100453
ASV_515	2.20218718706048
ASV_266	2.19838562067838
ASV_93	2.19705626704992
ASV_428	2.18633368459434
ASV_268	2.16697153759097
ASV_635	2.15251117903706
ASV_205	2.13937108740246
ASV_382	2.13931277749331
ASV_364	2.11882273492103
ASV_259	2.11173384012741
ASV_995	2.09967877861664
ASV_267	2.08376649466796
ASV_131	2.03277863060741
ASV_180	2.00928459068171
ASV_276	1.96889133245352
ASV_654	1.96534625685769
ASV_150	1.90791288071938
ASV_401	1.90605974033829
ASV_300	1.89522854004161
ASV_517	1.89170976224554
ASV_99	1.89112241718253
ASV_332	1.85020751830504
ASV_121	1.82660992336489
ASV_277	1.82202919275605
ASV_892	1.75010651080407
ASV_327	1.74407127579608
ASV_361	1.7324446968591
ASV_446	1.72972827496866
ASV_234	1.72842111302485
ASV_208	1.69623552869522
ASV_223	1.67822273634758
ASV_356	1.66122697554664
ASV_398	1.65544952885556
ASV_539	1.63481301634401
ASV_465	1.60256353898145
ASV_383	1.58626873103973
ASV_239	1.57746458074407
ASV_173	1.54234791329702
ASV_529	1.53409428447015
ASV_169	1.52755351584824
ASV_412	1.52138628749131
ASV_101	1.48290901533379
ASV_270	1.45477501455496
ASV_269	1.43487091759185
ASV_78	1.42334363192127
ASV_252	1.41207653600577
ASV_298	1.40111018383946
ASV_251	1.39252285463297
ASV_494	1.38092489220654
ASV_211	1.37979379497705
ASV_674	1.3787536678853
ASV_524	1.37835830445786
ASV_64	1.34827964861637
ASV_119	1.33602574507856
ASV_429	1.32842267103497
ASV_249	1.32263804513712
ASV_36	1.32078170098138
ASV_285	1.31603319743194
ASV_385	1.31319676694684
ASV_718	1.30443455854169
ASV_204	1.28740360729726
ASV_379	1.28429455672173
ASV_243	1.27715672234263
ASV_1146	1.2742265236936
ASV_629	1.27034766340963
ASV_274	1.25924148542448
ASV_56	1.25257743411019
ASV_699	1.25232823123249
ASV_758	1.25222108922226
ASV_241	1.24387060918629
ASV_941	1.2330792211733
ASV_198	1.2226704955427
ASV_305	1.21080519095873
ASV_344	1.20900477213518
ASV_303	1.20550470142923
ASV_1126	1.20418877699009
ASV_77	1.19842239540458
ASV_560	1.19680234057763
ASV_1413	1.18977507857432
ASV_129	1.15946704890696
ASV_74	1.14214706804561
ASV_659	1.14045283985237
ASV_135	1.13793794653853
ASV_668	1.12878962960481
ASV_174	1.12021963145119
ASV_495	1.11443656908695
ASV_324	1.10958188940643
ASV_599	1.09851891105568
ASV_186	1.0979253023941
ASV_490	1.09509079806182
ASV_653	1.08280874821725
ASV_448	1.07733493658127
ASV_760	1.07242955056797
