"","sampleid","Name.2","Community","Species","replicate","BreakingBag","parent","Location","Experiment","Part_Time0D_17","Part_Time0D_6","Part_Time4M_64","Part_Time7D_rep1_2","Part_Time7D_rep2_2","Part_Time7D_rep3_2","Part_Time7D_rep4_2","replicate.partition","partition","ExpCompact","exp.replicate.partition","exp.partition"
"1004","WiW29.2",NA,NA,NA,"Rep2",NA,"WiW29","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1005","WiW29.3",NA,NA,NA,"Rep3",NA,"WiW29","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1006","WiW29.4",NA,NA,NA,"Rep4",NA,"WiW29","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"1007","WiW30.1",NA,NA,NA,"Rep1",NA,"WiW30","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1008","WiW30.2",NA,NA,NA,"Rep2",NA,"WiW30","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1009","WiW30.3",NA,NA,NA,"Rep3",NA,"WiW30","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1010","WiW30.4",NA,NA,NA,"Rep4",NA,"WiW30","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"1011","WiW31.1",NA,NA,NA,"Rep1",NA,"WiW31","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1012","WiW31.2",NA,NA,NA,"Rep2",NA,"WiW31","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1013","WiW31.3",NA,NA,NA,"Rep3",NA,"WiW31","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1014","WiW31.4",NA,NA,NA,"Rep4",NA,"WiW31","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1015","WiW32.1",NA,NA,NA,"Rep1",NA,"WiW32","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1016","WiW32.2",NA,NA,NA,"Rep2",NA,"WiW32","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1017","WiW32.3",NA,NA,NA,"Rep3",NA,"WiW32","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1018","WiW32.4",NA,NA,NA,"Rep4",NA,"WiW32","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"1019","WiW33.1",NA,NA,NA,"Rep1",NA,"WiW33","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1020","WiW33.2",NA,NA,NA,"Rep2",NA,"WiW33","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1021","WiW33.3",NA,NA,NA,"Rep3",NA,"WiW33","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1022","WiW33.4",NA,NA,NA,"Rep4",NA,"WiW33","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1023","WiW34.1",NA,NA,NA,"Rep1",NA,"WiW34","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1024","WiW34.2",NA,NA,NA,"Rep2",NA,"WiW34","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1025","WiW34.3",NA,NA,NA,"Rep3",NA,"WiW34","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1026","WiW34.4",NA,NA,NA,"Rep4",NA,"WiW34","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1031","WiW36.1",NA,NA,NA,"Rep1",NA,"WiW36","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1032","WiW36.2",NA,NA,NA,"Rep2",NA,"WiW36","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1033","WiW36.3",NA,NA,NA,"Rep3",NA,"WiW36","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1034","WiW36.4",NA,NA,NA,"Rep4",NA,"WiW36","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1035","WiW37.1",NA,NA,NA,"Rep1",NA,"WiW37","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1036","WiW37.2",NA,NA,NA,"Rep2",NA,"WiW37","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1037","WiW37.3",NA,NA,NA,"Rep3",NA,"WiW37","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1038","WiW37.4",NA,NA,NA,"Rep4",NA,"WiW37","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1039","WiW38.1",NA,NA,NA,"Rep1",NA,"WiW38","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1040","WiW38.2",NA,NA,NA,"Rep2",NA,"WiW38","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1041","WiW38.3",NA,NA,NA,"Rep3",NA,"WiW38","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1042","WiW38.4",NA,NA,NA,"Rep4",NA,"WiW38","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1047","WiW40.1",NA,NA,NA,"Rep1",NA,"WiW40","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1048","WiW40.2",NA,NA,NA,"Rep2",NA,"WiW40","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1049","WiW40.3",NA,NA,NA,"Rep3",NA,"WiW40","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1050","WiW40.4",NA,NA,NA,"Rep4",NA,"WiW40","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1051","WiW41.1",NA,NA,NA,"Rep1",NA,"WiW41","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1052","WiW41.2",NA,NA,NA,"Rep2",NA,"WiW41","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1053","WiW41.3",NA,NA,NA,"Rep3",NA,"WiW41","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1054","WiW41.4",NA,NA,NA,"Rep4",NA,"WiW41","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1059","WiW43.1",NA,NA,NA,"Rep1",NA,"WiW43","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1060","WiW43.2",NA,NA,NA,"Rep2",NA,"WiW43","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1061","WiW43.3",NA,NA,NA,"Rep3",NA,"WiW43","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1062","WiW43.4",NA,NA,NA,"Rep4",NA,"WiW43","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1063","WiW44.1",NA,NA,NA,"Rep1",NA,"WiW44","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1064","WiW44.2",NA,NA,NA,"Rep2",NA,"WiW44","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1065","WiW44.3",NA,NA,NA,"Rep3",NA,"WiW44","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1066","WiW44.4",NA,NA,NA,"Rep4",NA,"WiW44","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1067","WiW45.1",NA,NA,NA,"Rep1",NA,"WiW45","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1068","WiW45.2",NA,NA,NA,"Rep2",NA,"WiW45","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1069","WiW45.3",NA,NA,NA,"Rep3",NA,"WiW45","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1070","WiW45.4",NA,NA,NA,"Rep4",NA,"WiW45","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1071","WiW46.1",NA,NA,NA,"Rep1",NA,"WiW46","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1072","WiW46.2",NA,NA,NA,"Rep2",NA,"WiW46","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1073","WiW46.3",NA,NA,NA,"Rep3",NA,"WiW46","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1074","WiW46.4",NA,NA,NA,"Rep4",NA,"WiW46","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1075","WiW47.1",NA,NA,NA,"Rep1",NA,"WiW47","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1076","WiW47.2",NA,NA,NA,"Rep2",NA,"WiW47","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1077","WiW47.3",NA,NA,NA,"Rep3",NA,"WiW47","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1078","WiW47.4",NA,NA,NA,"Rep4",NA,"WiW47","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1079","WiW48.1",NA,NA,NA,"Rep1",NA,"WiW48","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1080","WiW48.2",NA,NA,NA,"Rep2",NA,"WiW48","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1081","WiW48.3",NA,NA,NA,"Rep3",NA,"WiW48","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1082","WiW48.4",NA,NA,NA,"Rep4",NA,"WiW48","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1083","WiW49.1",NA,NA,NA,"Rep1",NA,"WiW49","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1084","WiW49.2",NA,NA,NA,"Rep2",NA,"WiW49","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1085","WiW49.3",NA,NA,NA,"Rep3",NA,"WiW49","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1086","WiW49.4",NA,NA,NA,"Rep4",NA,"WiW49","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1087","WiW50.1",NA,NA,NA,"Rep1",NA,"WiW50","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1088","WiW50.2",NA,NA,NA,"Rep2",NA,"WiW50","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1089","WiW50.3",NA,NA,NA,"Rep3",NA,"WiW50","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1090","WiW50.4",NA,NA,NA,"Rep4",NA,"WiW50","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1091","WiW51.1",NA,NA,NA,"Rep1",NA,"WiW51","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1092","WiW51.2",NA,NA,NA,"Rep2",NA,"WiW51","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1093","WiW51.3",NA,NA,NA,"Rep3",NA,"WiW51","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1094","WiW51.4",NA,NA,NA,"Rep4",NA,"WiW51","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1095","WiW52.1",NA,NA,NA,"Rep1",NA,"WiW52","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1096","WiW52.2",NA,NA,NA,"Rep2",NA,"WiW52","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1097","WiW52.3",NA,NA,NA,"Rep3",NA,"WiW52","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1098","WiW52.4",NA,NA,NA,"Rep4",NA,"WiW52","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1099","WiW53.1",NA,NA,NA,"Rep1",NA,"WiW53","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1100","WiW53.2",NA,NA,NA,"Rep2",NA,"WiW53","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1101","WiW53.3",NA,NA,NA,"Rep3",NA,"WiW53","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1102","WiW53.4",NA,NA,NA,"Rep4",NA,"WiW53","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1103","WiW54.1",NA,NA,NA,"Rep1",NA,"WiW54","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1104","WiW54.2",NA,NA,NA,"Rep2",NA,"WiW54","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1105","WiW54.3",NA,NA,NA,"Rep3",NA,"WiW54","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1106","WiW54.4",NA,NA,NA,"Rep4",NA,"WiW54","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1107","WiW55.1",NA,NA,NA,"Rep1",NA,"WiW55","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1108","WiW55.2",NA,NA,NA,"Rep2",NA,"WiW55","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1109","WiW55.3",NA,NA,NA,"Rep3",NA,"WiW55","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1110","WiW55.4",NA,NA,NA,"Rep4",NA,"WiW55","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1111","WiW56.1",NA,NA,NA,"Rep1",NA,"WiW56","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1112","WiW56.2",NA,NA,NA,"Rep2",NA,"WiW56","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1113","WiW56.3",NA,NA,NA,"Rep3",NA,"WiW56","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1114","WiW56.4",NA,NA,NA,"Rep4",NA,"WiW56","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1115","WiW57.1",NA,NA,NA,"Rep1",NA,"WiW57","WindsorGreatPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1116","WiW57.2",NA,NA,NA,"Rep2",NA,"WiW57","WindsorGreatPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1117","WiW57.3",NA,NA,NA,"Rep3",NA,"WiW57","WindsorGreatPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1118","WiW57.4",NA,NA,NA,"Rep4",NA,"WiW57","WindsorGreatPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1119","WP01.1",NA,NA,NA,"Rep1",NA,"WP01","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1120","WP01.2",NA,NA,NA,"Rep2",NA,"WP01","WaterersPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1121","WP01.3",NA,NA,NA,"Rep3",NA,"WP01","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1122","WP01.4",NA,NA,NA,"Rep4",NA,"WP01","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1123","WP02.1",NA,NA,NA,"Rep1",NA,"WP02","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1124","WP02.2",NA,NA,NA,"Rep2",NA,"WP02","WaterersPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1125","WP02.3",NA,NA,NA,"Rep3",NA,"WP02","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1126","WP02.4",NA,NA,NA,"Rep4",NA,"WP02","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1127","WP03.1",NA,NA,NA,"Rep1",NA,"WP03","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1128","WP03.2",NA,NA,NA,"Rep2",NA,"WP03","WaterersPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1129","WP03.3",NA,NA,NA,"Rep3",NA,"WP03","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1130","WP03.4",NA,NA,NA,"Rep4",NA,"WP03","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1131","WP04.1",NA,NA,NA,"Rep1",NA,"WP04","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1132","WP04.2",NA,NA,NA,"Rep2",NA,"WP04","WaterersPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1133","WP04.3",NA,NA,NA,"Rep3",NA,"WP04","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1134","WP04.4",NA,NA,NA,"Rep4",NA,"WP04","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1135","WP05.1",NA,NA,NA,"Rep1",NA,"WP05","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1136","WP05.2",NA,NA,NA,"Rep2",NA,"WP05","WaterersPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1137","WP05.3",NA,NA,NA,"Rep3",NA,"WP05","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1138","WP05.4",NA,NA,NA,"Rep4",NA,"WP05","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1139","WP06.1",NA,NA,NA,"Rep1",NA,"WP06","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1140","WP06.2",NA,NA,NA,"Rep2",NA,"WP06","WaterersPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1141","WP06.3",NA,NA,NA,"Rep3",NA,"WP06","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1142","WP06.4",NA,NA,NA,"Rep4",NA,"WP06","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1151","WP09.1",NA,NA,NA,"Rep1",NA,"WP09","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
