partition
Class1
Class2
Class1
Class2
Class3
Class1
Class2
Class1
Class2
Class2
Class3
Class1
Class4
Class1
Class3
Class3
Class4
Class2
Class3
Class4
Class3
Class3
Class3
Class3
Class2
Class2
Class1
Class2
Class2
Class1
Class1
Class2
Class2
Class2
Class1
Class5
Class3
Class1
Class1
Class1
Class2
Class5
Class5
Class1
Class2
Class1
Class1
Class1
Class1
Class2
Class4
Class1
Class1
Class3
Class1
Class4
Class2
Class2
Class2
Class1
Class3
Class4
Class2
Class1
Class3
Class3
Class2
Class2
Class1
Class2
Class2
Class2
Class2
Class2
Class2
Class1
Class2
Class2
Class2
Class2
Class2
Class2
Class4
Class1
Class2
Class1
Class1
Class1
Class2
Class3
Class2
Class2
Class2
Class1
Class2
Class2
Class1
Class1
Class1
Class4
Class2
Class2
Class2
Class2
Class2
Class2
Class2
Class1
Class1
Class2
Class1
Class2
Class2
Class2
Class4
Class5
Class1
Class4
Class5
Class1
Class1
Class1
Class5
Class5
Class4
Class4
Class1
Class3
Class1
Class1
Class4
Class3
Class3
Class1
Class3
Class3
Class3
Class4
Class3
Class1
Class1
Class3
Class4
Class3
Class4
Class1
Class1
Class3
Class4
Class1
Class3
Class4
Class4
Class1
Class3
Class4
Class3
Class4
Class3
Class3
Class2
Class4
Class5
Class3
Class1
Class3
Class3
Class3
Class3
Class2
Class1
Class4
Class1
Class4
Class3
Class3
Class3
Class2
Class2
Class3
Class3
Class3
Class2
Class3
Class3
Class3
Class3
Class5
Class5
Class3
Class2
Class3
Class3
Class3
Class3
Class3
Class4
Class4
Class4
Class4
Class3
Class4
Class3
Class3
Class3
Class3
Class3
Class3
Class3
Class4
Class6
Class1
Class1
Class3
Class6
Class6
Class6
Class5
Class1
Class1
Class2
Class6
Class1
Class6
Class6
Class6
Class6
Class2
Class1
Class6
Class6
Class6
Class6
Class1
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class1
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class1
Class4
Class4
Class4
Class1
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class1
Class4
Class4
Class4
Class4
Class1
Class1
Class1
Class1
Class4
Class1
Class1
Class1
Class4
Class4
Class1
Class1
Class4
Class4
Class1
Class4
Class1
Class4
Class4
Class4
Class4
Class4
Class4
Class3
Class1
Class4
Class4
Class1
Class1
Class4
Class2
Class1
Class1
Class3
Class5
Class3
Class3
Class3
Class3
Class3
Class3
Class3
Class3
Class5
Class2
Class3
Class3
Class3
Class2
Class3
Class5
Class3
Class3
Class3
Class2
Class2
Class3
Class5
Class3
Class2
Class2
Class3
Class3
Class2
Class3
Class3
Class6
Class1
Class1
Class1
Class6
Class1
Class6
Class1
Class3
Class2
Class5
Class3
Class3
Class3
Class3
Class2
Class3
Class2
Class2
Class3
Class3
Class3
Class2
Class3
Class3
Class2
Class3
Class2
Class2
Class3
Class3
Class3
Class1
Class4
Class1
Class4
Class4
Class1
Class4
Class1
Class5
Class3
Class3
Class5
Class3
Class3
Class2
Class5
Class5
Class3
Class1
Class4
Class4
Class4
Class4
Class2
Class1
Class1
Class4
Class4
Class1
Class1
Class4
Class5
Class4
Class2
Class1
Class1
Class1
Class1
Class4
Class1
Class4
Class1
Class3
Class4
Class1
Class4
Class1
Class1
Class4
Class4
Class3
Class4
Class4
Class4
Class4
Class1
Class4
Class1
Class4
Class1
Class1
Class1
Class1
Class1
Class4
Class4
Class4
Class4
Class1
Class4
Class4
Class4
Class1
Class4
Class3
Class5
Class4
Class1
Class4
Class2
Class1
Class1
Class1
Class1
Class4
Class3
Class1
Class1
Class3
Class2
Class5
Class3
Class3
Class1
Class4
Class1
Class1
Class4
Class1
Class3
Class1
Class1
Class4
Class1
Class3
Class3
Class4
Class2
Class4
Class4
Class4
Class2
Class4
Class4
Class1
Class3
Class3
Class2
Class3
Class3
Class3
Class3
Class3
Class3
Class1
Class3
Class1
Class3
Class3
Class1
Class4
Class4
Class4
Class4
Class4
Class4
Class4
Class1
Class3
Class4
Class1
Class4
Class1
Class1
Class1
Class1
Class4
Class4
Class4
Class1
Class1
Class1
Class4
Class4
Class4
Class1
Class4
Class1
Class1
Class4
Class4
Class1
Class1
Class1
Class1
Class3
Class4
Class4
Class4
Class4
Class4
Class1
Class4
Class3
Class4
Class1
Class4
Class4
Class3
Class4
Class4
Class4
Class4
Class4
Class1
Class1
Class1
Class1
Class1
Class1
Class1
Class4
Class4
Class4
Class1
Class1
Class1
Class1
Class1
Class1
Class4
Class3
Class1
Class1
Class4
Class4
Class3
Class4
Class4
Class1
Class1
Class4
Class1
Class1
Class1
Class1
Class1
Class4
Class1
Class4
Class4
Class1
Class4
Class1
Class1
Class1
Class1
Class1
Class1
Class1
Class1
Class1
Class1
Class1
Class4
Class1
Class1
Class1
Class4
Class4
Class4
Class1
Class1
Class4
Class1
Class4
Class1
Class4
Class1
Class4
Class4
Class4
Class1
Class4
Class4
Class3
Class1
Class4
Class4
Class4
Class4
Class1
Class1
Class1
Class1
Class1
Class1
Class1
Class1
Class4
Class4
Class4
Class1
Class1
Class3
Class1
Class1
Class1
Class1
Class4
Class1
