"X.ASV_A"	"ASV_B"	"Interaction"	"Type"
"ASV_216"	"ASV_721"	0.329100064594603	1
"ASV_3"	"ASV_728"	-0.713036966681435	3
"ASV_26"	"ASV_729"	0.707350790790481	1
"ASV_1"	"ASV_730"	-0.558573165809129	3
"ASV_326"	"ASV_733"	0.841723426330584	1
"ASV_6"	"ASV_737"	-0.655905826857547	3
"ASV_1"	"ASV_744"	-0.581038739474652	3
"ASV_139"	"ASV_751"	-0.661745251775205	3
"ASV_8"	"ASV_753"	0.454462081193924	1
"ASV_148"	"ASV_753"	0.625823974609375	1
"ASV_1"	"ASV_761"	-0.822637769359012	3
"ASV_296"	"ASV_764"	0.504589259624481	1
"ASV_486"	"ASV_769"	0.823358909701493	1
"ASV_54"	"ASV_793"	0.726209213969052	1
"ASV_124"	"ASV_793"	0.539590366113554	1
"ASV_251"	"ASV_793"	0.444991629617992	1
"ASV_193"	"ASV_801"	0.766695935720558	1
"ASV_8"	"ASV_803"	-0.582790497976932	3
"ASV_97"	"ASV_803"	0.612138569355011	1
"ASV_89"	"ASV_805"	0.647139229910656	1
"ASV_19"	"ASV_824"	0.564388414868075	1
"ASV_1"	"ASV_832"	-0.432280780191838	3
"ASV_216"	"ASV_844"	0.714255729646758	1
"ASV_5"	"ASV_852"	-0.736762377162447	3
"ASV_29"	"ASV_864"	0.565278947353363	1
"ASV_42"	"ASV_864"	0.658741295337677	1
"ASV_8"	"ASV_880"	0.658302642302177	1
"ASV_82"	"ASV_899"	0.48290142416954	1
"ASV_260"	"ASV_899"	0.514659702777863	1
"ASV_26"	"ASV_917"	-0.740129202137905	3
"ASV_148"	"ASV_936"	0.621937542669256	1
"ASV_82"	"ASV_950"	0.520673930644989	1
"ASV_124"	"ASV_950"	0.532846808433533	1
"ASV_326"	"ASV_978"	0.855532784509212	1
"ASV_8"	"ASV_1009"	0.654146738017092	1
"ASV_139"	"ASV_1052"	0.612843863066908	1
"ASV_3"	"ASV_1063"	-0.70855526215461	3
"ASV_82"	"ASV_1075"	0.697338255271873	1
"ASV_8"	"ASV_1083"	0.610381122118878	1
"ASV_89"	"ASV_1083"	0.577532589435577	1
"ASV_148"	"ASV_1149"	0.585691034793854	1
"ASV_8"	"ASV_1202"	0.626312132318778	1
"ASV_148"	"ASV_1219"	0.762422040602747	1
"ASV_1"	"ASV_1241"	0.791778258869407	1
"ASV_3"	"ASV_1266"	-0.440649846143977	3
"ASV_23"	"ASV_1266"	0.562069840144421	1
"ASV_260"	"ASV_1266"	0.560668703565308	1
"ASV_8"	"ASV_1353"	0.665144059407897	1
"ASV_260"	"ASV_1368"	0.702855688395734	1
"ASV_260"	"ASV_1387"	0.596225751616672	1
"ASV_8"	"ASV_1390"	0.737843547030028	1
"ASV_4"	"ASV_1441"	0.687959247406062	1
"ASV_16"	"ASV_1448"	0.715046091761441	1
"ASV_4"	"ASV_1454"	0.681812275039307	1
"ASV_1"	"partition_Class1"	0.518556602514053	1
"ASV_16"	"partition_Class1"	0.172809034585953	1
"ASV_4"	"partition_Class2"	0.67170441865056	1
"ASV_52"	"partition_Class2"	0.23027	1
"ASV_242"	"partition_Class2"	0.592245632283437	1
"ASV_256"	"partition_Class2"	0.416441142559052	1
"ASV_511"	"partition_Class2"	0.830937717655005	1
"partition_Class1"	"partition_Class2"	-0.236832293836483	3
"ASV_1"	"partition_Class3"	-0.251309524684762	3
"ASV_3"	"partition_Class3"	-0.205189120816674	3
"ASV_4"	"partition_Class3"	-0.153177006392083	3
"ASV_5"	"partition_Class3"	-0.178437161254706	3
"ASV_6"	"partition_Class3"	-0.104233286814986	3
"ASV_8"	"partition_Class3"	0.341897690429927	1
"ASV_13"	"partition_Class3"	0.284486943256525	1
"ASV_17"	"partition_Class3"	-0.12916548586703	3
"ASV_18"	"partition_Class3"	-0.145498666951508	3
"ASV_148"	"partition_Class3"	0.152348557483839	1
"ASV_191"	"partition_Class3"	0.486436823513792	1
"ASV_212"	"partition_Class3"	0.42806550860405	1
"ASV_216"	"partition_Class3"	0.214752543746401	1
"ASV_381"	"partition_Class3"	0.161591124431273	1
"ASV_405"	"partition_Class3"	0.363137719515251	1
"ASV_430"	"partition_Class3"	0.331906466921438	1
"ASV_544"	"partition_Class3"	0.25110220016555	1
"ASV_550"	"partition_Class3"	0.581584811210632	1
"ASV_562"	"partition_Class3"	0.612215459346771	1
"ASV_582"	"partition_Class3"	0.494734219599788	1
"ASV_617"	"partition_Class3"	0.522685885429382	1
"ASV_628"	"partition_Class3"	0.598546920124348	1
"ASV_721"	"partition_Class3"	0.21344501929182	1
"ASV_792"	"partition_Class3"	0.489627391252119	1
"ASV_801"	"partition_Class3"	-0.553645610809326	3
"ASV_844"	"partition_Class3"	0.513424729950894	1
"ASV_1149"	"partition_Class3"	0.490688532590866	1
"ASV_2"	"partition_Class4"	0.381858267548065	1
"ASV_3"	"partition_Class4"	0.182042711408086	1
"ASV_9"	"partition_Class4"	0.14242244528746	1
"ASV_19"	"partition_Class4"	0.230848832762535	1
"ASV_23"	"partition_Class4"	-0.16371034359779	3
"ASV_34"	"partition_Class4"	0.170165831966591	1
"ASV_43"	"partition_Class4"	0.31358472989054	1
"ASV_61"	"partition_Class4"	0.333468599101157	1
"ASV_72"	"partition_Class4"	0.197486260938285	1
"ASV_97"	"partition_Class4"	0.182965083094331	1
"ASV_260"	"partition_Class4"	-0.178030905339653	3
"ASV_369"	"partition_Class4"	0.394094415768085	1
"partition_Class1"	"partition_Class4"	-0.461807787418365	3
"partition_Class2"	"partition_Class4"	-0.145050329150882	3
"ASV_1"	"partition_Class5"	-0.128459095954895	3
"ASV_17"	"partition_Class5"	0.623182753065519	1
"ASV_530"	"partition_Class5"	0.499971042621532	1
"ASV_27"	"partition_Class6"	0.49736624956131	1
"ASV_60"	"partition_Class6"	0.16658	1
"ASV_169"	"partition_Class6"	0.388757318258286	1
