"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","functionInk","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","Set","shared name","Stress","TopologicalCoefficient"
"3.216640502354788","0.0029517825250799075","0.31088335773548076","0.06666666666666667","6","6","179","false","ASV_47","18.666666666666668","0","6","0","0.9653649921507065","false","0","Both-ASV","ASV_47","8250","0.2"
"3.3422291993720563","1.3472457634625153E-4","0.2992015030530766","0.0","3","6","179","false","ASV_172","18.333333333333332","0","3","0","0.9634026687598116","false","0","Final_ASV","ASV_172","458","0.3466666666666667"
"4.054945054945055","5.287342909593677E-5","0.24661246612466126","0.0","2","7","194","false","ASV_302","4.5","0","2","0","0.9522664835164836","false","0","Final_ASV","ASV_302","104","0.5"
"3.7880690737833596","0.0","0.26398673849979276","0.0","1","6","113","false","ASV_781","20.0","0","1","0","0.956436420722135","false","0","Final_ASV","ASV_781","0","0.0"
"3.6059654631083204","6.367083764080298E-6","0.2773182411841532","0.0","2","6","113","false","ASV_723","19.0","0","2","0","0.9592817896389325","false","0","Final_ASV","ASV_723","20","0.5625"
"3.673469387755102","1.9079291659716399E-4","0.2722222222222222","0.0","2","6","113","false","ASV_151","12.5","0","2","0","0.9582270408163265","false","0","Final_ASV","ASV_151","378","0.5"
"3.5792778649921506","0.0","0.2793859649122807","0.0","1","7","41","false","ASV_728","34.0","0","1","0","0.9596987833594977","false","0","Starting-ASV","ASV_728","0","0.0"
"3.392464678178964","7.073256845428118E-5","0.2947709393799167","0.0","2","6","41","false","ASV_678","26.0","0","2","0","0.9626177394034536","false","0","Final_ASV","ASV_678","130","0.5"
"3.2998430141287285","1.0982937865592107E-4","0.30304471931493815","0.0","2","6","18","false","ASV_445","38.5","0","2","0","0.9640649529042387","false","0","Starting-ASV","ASV_445","720","0.5514705882352942"
"3.5792778649921506","0.0","0.2793859649122807","0.0","1","7","41","false","ASV_317","34.0","0","1","0","0.9596987833594977","false","0","Final_ASV","ASV_317","0","0.0"
"3.5792778649921506","0.0","0.2793859649122807","0.0","1","7","41","false","ASV_1063","34.0","0","1","0","0.9596987833594977","false","0","Starting-ASV","ASV_1063","0","0.0"
"2.5808477237048666","0.046454752184392475","0.38746958637469586","0.03208556149732621","34","6","199","false","ASV_3","14.235294117647058","0","34","0","0.9752992543171115","false","0","Both-ASV","ASV_3","105998","0.052027629233511584"
"3.554160125588697","4.429725768502903E-4","0.28136042402826855","0.0","4","6","73","false","ASV_325","11.25","0","4","0","0.9600912480376766","false","0","Final_ASV","ASV_325","1036","0.26282051282051283"
"4.0989010989010985","0.0","0.2439678284182306","0.0","1","7","77","false","ASV_764","8.0","0","1","0","0.9515796703296704","false","0","Starting-ASV","ASV_764","0","0.0"
"4.0989010989010985","0.0","0.2439678284182306","0.0","1","7","77","false","ASV_463","8.0","0","1","0","0.9515796703296704","false","0","Starting-ASV","ASV_463","0","0.0"
"3.034536891679749","0.017109679388849035","0.3295395757889291","0.030303030303030304","12","6","164","false","ASV_97","12.916666666666666","0","12","0","0.9682103610675039","false","0","Both-ASV","ASV_97","33194","0.1047008547008547"
"3.2888540031397175","0.0","0.30405727923627685","1.0","2","6","3","false","ASV_962","44.5","0","2","0","0.9642366562009419","false","0","Final_ASV","ASV_962","0","0.5493827160493827"
"3.4332810047095763","0.0","0.2912665752171925","0.0","1","6","3","false","ASV_944","64.0","0","1","0","0.9619799843014128","false","0","Final_ASV","ASV_944","0","0.0"
