sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	ExpCompact	exp.replicate.partition	exp.partition
AE116.3	NA	NA	NA	Rep3	NA	AE116	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
AE116.4	NA	NA	NA	Rep4	NA	AE116	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
AE12.1	NA	NA	NA	Rep1	NA	AE12	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE12.2	NA	NA	NA	Rep2	NA	AE12	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE12.4	NA	NA	NA	Rep4	NA	AE12	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE121.1	NA	NA	NA	Rep1	NA	AE121	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE121.2	NA	NA	NA	Rep2	NA	AE121	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE121.4	NA	NA	NA	Rep4	NA	AE121	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE126.1	NA	NA	NA	Rep1	NA	AE126	AshridgeEstate	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
AE126.2	NA	NA	NA	Rep2	NA	AE126	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE126.3	NA	NA	NA	Rep3	NA	AE126	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
AE126.4	NA	NA	NA	Rep4	NA	AE126	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
AE148.1	NA	NA	NA	Rep1	NA	AE148	AshridgeEstate	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
AE148.2	NA	NA	NA	Rep2	NA	AE148	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE155.1	NA	NA	NA	Rep1	NA	AE155	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE155.2	NA	NA	NA	Rep2	NA	AE155	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE155.3	NA	NA	NA	Rep3	NA	AE155	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE155.4	NA	NA	NA	Rep4	NA	AE155	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE172.1	NA	NA	NA	Rep1	NA	AE172	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE172.2	NA	NA	NA	Rep2	NA	AE172	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE172.3	NA	NA	NA	Rep3	NA	AE172	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE172.4	NA	NA	NA	Rep4	NA	AE172	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE198.3	NA	NA	NA	Rep3	NA	AE198	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
AE198.4	NA	NA	NA	Rep4	NA	AE198	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE22.1	NA	NA	NA	Rep1	NA	AE22	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE22.2	NA	NA	NA	Rep2	NA	AE22	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE22.3	NA	NA	NA	Rep3	NA	AE22	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE22.4	NA	NA	NA	Rep4	NA	AE22	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE23.1	NA	NA	NA	Rep1	NA	AE23	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE23.2	NA	NA	NA	Rep2	NA	AE23	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE23.3	NA	NA	NA	Rep3	NA	AE23	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE23.4	NA	NA	NA	Rep4	NA	AE23	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE26.1	NA	NA	NA	Rep1	NA	AE26	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE26.2	NA	NA	NA	Rep2	NA	AE26	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE26.3	NA	NA	NA	Rep3	NA	AE26	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE26.4	NA	NA	NA	Rep4	NA	AE26	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE27.1	NA	NA	NA	Rep1	NA	AE27	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE27.2	NA	NA	NA	Rep2	NA	AE27	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE27.3	NA	NA	NA	Rep3	NA	AE27	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE27.4	NA	NA	NA	Rep4	NA	AE27	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE50.1	NA	NA	NA	Rep1	NA	AE50	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE50.2	NA	NA	NA	Rep2	NA	AE50	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE50.3	NA	NA	NA	Rep3	NA	AE50	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE50.4	NA	NA	NA	Rep4	NA	AE50	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE52.1	NA	NA	NA	Rep1	NA	AE52	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE52.2	NA	NA	NA	Rep2	NA	AE52	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE52.3	NA	NA	NA	Rep3	NA	AE52	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE75.1	NA	NA	NA	Rep1	NA	AE75	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE75.2	NA	NA	NA	Rep2	NA	AE75	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE75.3	NA	NA	NA	Rep3	NA	AE75	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE75.4	NA	NA	NA	Rep4	NA	AE75	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE95.1	NA	NA	NA	Rep1	NA	AE95	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE95.2	NA	NA	NA	Rep2	NA	AE95	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE95.3	NA	NA	NA	Rep3	NA	AE95	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE95.4	NA	NA	NA	Rep4	NA	AE95	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE97.1	NA	NA	NA	Rep1	NA	AE97	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE97.2	NA	NA	NA	Rep2	NA	AE97	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE97.3	NA	NA	NA	Rep3	NA	AE97	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE97.4	NA	NA	NA	Rep4	NA	AE97	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE98.1	NA	NA	NA	Rep1	NA	AE98	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE98.2	NA	NA	NA	Rep2	NA	AE98	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE98.3	NA	NA	NA	Rep3	NA	AE98	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE98.4	NA	NA	NA	Rep4	NA	AE98	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB01.1	NA	NA	NA	Rep1	NA	BB01	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB01.2	NA	NA	NA	Rep2	NA	BB01	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB01.3	NA	NA	NA	Rep3	NA	BB01	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB01.4	NA	NA	NA	Rep4	NA	BB01	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB02.1	NA	NA	NA	Rep1	NA	BB02	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
BB02.2	NA	NA	NA	Rep2	NA	BB02	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB02.3	NA	NA	NA	Rep3	NA	BB02	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB02.4	NA	NA	NA	Rep4	NA	BB02	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
BB03.1	NA	NA	NA	Rep1	NA	BB03	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB03.2	NA	NA	NA	Rep2	NA	BB03	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB03.3	NA	NA	NA	Rep3	NA	BB03	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB03.4	NA	NA	NA	Rep4	NA	BB03	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB04.1	NA	NA	NA	Rep1	NA	BB04	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB04.2	NA	NA	NA	Rep2	NA	BB04	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB04.3	NA	NA	NA	Rep3	NA	BB04	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB04.4	NA	NA	NA	Rep4	NA	BB04	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB05.1	NA	NA	NA	Rep1	NA	BB05	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB05.2	NA	NA	NA	Rep2	NA	BB05	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB05.3	NA	NA	NA	Rep3	NA	BB05	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB05.4	NA	NA	NA	Rep4	NA	BB05	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB06.1	NA	NA	NA	Rep1	NA	BB06	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB06.2	NA	NA	NA	Rep2	NA	BB06	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB06.3	NA	NA	NA	Rep3	NA	BB06	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB06.4	NA	NA	NA	Rep4	NA	BB06	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
BB07.1	NA	NA	NA	Rep1	NA	BB07	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB07.2	NA	NA	NA	Rep2	NA	BB07	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB07.3	NA	NA	NA	Rep3	NA	BB07	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB07.4	NA	NA	NA	Rep4	NA	BB07	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB08.1	NA	NA	NA	Rep1	NA	BB08	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
BB08.2	NA	NA	NA	Rep2	NA	BB08	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB08.4	NA	NA	NA	Rep4	NA	BB08	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
BB09.1	NA	NA	NA	Rep1	NA	BB09	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB09.2	NA	NA	NA	Rep2	NA	BB09	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB09.3	NA	NA	NA	Rep3	NA	BB09	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB09.4	NA	NA	NA	Rep4	NA	BB09	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB10.1	NA	NA	NA	Rep1	NA	BB10	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
BB10.2	NA	NA	NA	Rep2	NA	BB10	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB10.3	NA	NA	NA	Rep3	NA	BB10	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB10.4	NA	NA	NA	Rep4	NA	BB10	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB100.1	NA	NA	NA	Rep1	NA	BB100	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
BB100.2	NA	NA	NA	Rep2	NA	BB100	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB100.3	NA	NA	NA	Rep3	NA	BB100	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB100.4	NA	NA	NA	Rep4	NA	BB100	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
BB11.1	NA	NA	NA	Rep1	NA	BB11	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB11.2	NA	NA	NA	Rep2	NA	BB11	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB11.3	NA	NA	NA	Rep3	NA	BB11	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB11.4	NA	NA	NA	Rep4	NA	BB11	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB12.1	NA	NA	NA	Rep1	NA	BB12	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB12.2	NA	NA	NA	Rep2	NA	BB12	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB12.3	NA	NA	NA	Rep3	NA	BB12	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB12.4	NA	NA	NA	Rep4	NA	BB12	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB13.1	NA	NA	NA	Rep1	NA	BB13	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB13.2	NA	NA	NA	Rep2	NA	BB13	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB13.3	NA	NA	NA	Rep3	NA	BB13	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB13.4	NA	NA	NA	Rep4	NA	BB13	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB14.1	NA	NA	NA	Rep1	NA	BB14	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB14.2	NA	NA	NA	Rep2	NA	BB14	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB14.3	NA	NA	NA	Rep3	NA	BB14	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB14.4	NA	NA	NA	Rep4	NA	BB14	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB15.1	NA	NA	NA	Rep1	NA	BB15	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB15.2	NA	NA	NA	Rep2	NA	BB15	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB15.3	NA	NA	NA	Rep3	NA	BB15	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB15.4	NA	NA	NA	Rep4	NA	BB15	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB16.1	NA	NA	NA	Rep1	NA	BB16	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB16.2	NA	NA	NA	Rep2	NA	BB16	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB16.3	NA	NA	NA	Rep3	NA	BB16	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB16.4	NA	NA	NA	Rep4	NA	BB16	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
BB17.1	NA	NA	NA	Rep1	NA	BB17	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB17.2	NA	NA	NA	Rep2	NA	BB17	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB17.3	NA	NA	NA	Rep3	NA	BB17	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB17.4	NA	NA	NA	Rep4	NA	BB17	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB18.1	NA	NA	NA	Rep1	NA	BB18	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
BB18.2	NA	NA	NA	Rep2	NA	BB18	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB18.3	NA	NA	NA	Rep3	NA	BB18	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB18.4	NA	NA	NA	Rep4	NA	BB18	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB19.1	NA	NA	NA	Rep1	NA	BB19	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB19.2	NA	NA	NA	Rep2	NA	BB19	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB19.3	NA	NA	NA	Rep3	NA	BB19	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
