sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	ExpCompact	exp.replicate.partition	exp.partition
A1.Riz1.AE103.1.Com	Riz1Rep1Com1	1	Rhizobium.1	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	1	NA	NA	NA	NA	Rep0.Class1	Class1	Evolved	Evolved.Rep0.Class1	Evolved.Class1
A2.Riz1.BB22.1.Com	Riz1Rep1Com2	2	Rhizobium.1	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	1	NA	NA	NA	NA	Rep0.Class1	Class1	Evolved	Evolved.Rep0.Class1	Evolved.Class1
A3.Riz1.SP02.1.Com	Riz1Rep1Com3	3	Rhizobium.1	Rep0	no	SP02	SilwoodPark	4M	NA	NA	2	NA	NA	NA	NA	Rep0.Class2	Class2	Evolved	Evolved.Rep0.Class2	Evolved.Class2
A4.Riz1.SP03.1.Com	Riz1Rep1Com4	4	Rhizobium.1	Rep0	no	SP03	SilwoodPark	4M	NA	NA	2	NA	NA	NA	NA	Rep0.Class2	Class2	Evolved	Evolved.Rep0.Class2	Evolved.Class2
A5.Riz1.SP04.1.Com	Riz1Rep1Com5	5	Rhizobium.1	Rep0	no	SP04	SilwoodPark	4M	NA	NA	3	NA	NA	NA	NA	Rep0.Class3	Class3	Evolved	Evolved.Rep0.Class3	Evolved.Class3
A6.Riz1.WYC41.1.Com	Riz1Rep1Com6	6	Rhizobium.1	Rep0	no	WYC41	WythamWoods	4M	NA	NA	2	NA	NA	NA	NA	Rep0.Class2	Class2	Evolved	Evolved.Rep0.Class2	Evolved.Class2
A7.Riz1.WYC42.1.Com	Riz1Rep1Com7	7	Rhizobium.1	Rep0	no	WYC42	WythamWoods	4M	NA	NA	4	NA	NA	NA	NA	Rep0.Class4	Class4	Evolved	Evolved.Rep0.Class4	Evolved.Class4
A8.Riz1.WYM25.1.Com	Riz1Rep1Com8	8	Rhizobium.1	Rep0	no	WYM25	WythamWoods	4M	NA	NA	2	NA	NA	NA	NA	Rep0.Class2	Class2	Evolved	Evolved.Rep0.Class2	Evolved.Class2
B1.Riz1.AE103.2.Com	Riz1Rep2Com1	1	Rhizobium.1	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	5	NA	NA	NA	NA	Rep0.Class5	Class5	Evolved	Evolved.Rep0.Class5	Evolved.Class5
B2.Riz1.BB22.2.Com	Riz1Rep2Com2	2	Rhizobium.1	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	6	NA	NA	NA	NA	Rep0.Class6	Class6	Evolved	Evolved.Rep0.Class6	Evolved.Class6
B3.Riz1.SP02.2.Com	Riz1Rep2Com3	3	Rhizobium.1	Rep0	no	SP02	SilwoodPark	4M	NA	NA	6	NA	NA	NA	NA	Rep0.Class6	Class6	Evolved	Evolved.Rep0.Class6	Evolved.Class6
B4.Riz1.SP03.2.Com	Riz1Rep2Com4	4	Rhizobium.1	Rep0	no	SP03	SilwoodPark	4M	NA	NA	6	NA	NA	NA	NA	Rep0.Class6	Class6	Evolved	Evolved.Rep0.Class6	Evolved.Class6
B5.Riz1.SP04.2.Com	Riz1Rep2Com5	5	Rhizobium.1	Rep0	no	SP04	SilwoodPark	4M	NA	NA	7	NA	NA	NA	NA	Rep0.Class7	Class7	Evolved	Evolved.Rep0.Class7	Evolved.Class7
B6.Riz1.WYC41.2.Com	Riz1Rep2Com6	6	Rhizobium.1	Rep0	no	WYC41	WythamWoods	4M	NA	NA	8	NA	NA	NA	NA	Rep0.Class8	Class8	Evolved	Evolved.Rep0.Class8	Evolved.Class8
B7.Riz1.WYC42.2.Com	Riz1Rep2Com7	7	Rhizobium.1	Rep0	no	WYC42	WythamWoods	4M	NA	NA	7	NA	NA	NA	NA	Rep0.Class7	Class7	Evolved	Evolved.Rep0.Class7	Evolved.Class7
B8.Riz1.WYM25.2.Com	Riz1Rep2Com8	8	Rhizobium.1	Rep0	no	WYM25	WythamWoods	4M	NA	NA	9	NA	NA	NA	NA	Rep0.Class9	Class9	Evolved	Evolved.Rep0.Class9	Evolved.Class9
C1.Nov2.AE103.1.Com	Novo2Rep1Com1	1	Novosphingobium.2 	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	10	NA	NA	NA	NA	Rep0.Class10	Class10	Evolved	Evolved.Rep0.Class10	Evolved.Class10
C2.Nov2.BB22.1.Com	Novo2Rep1Com2	2	Novosphingobium.2 	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	11	NA	NA	NA	NA	Rep0.Class11	Class11	Evolved	Evolved.Rep0.Class11	Evolved.Class11
C3.Nov2.SP02.1.Com	Novo2Rep1Com3	3	Novosphingobium.2	Rep0	no	SP02	SilwoodPark	4M	NA	NA	11	NA	NA	NA	NA	Rep0.Class11	Class11	Evolved	Evolved.Rep0.Class11	Evolved.Class11
C4.Nov2.SP03.1.Com	Novo2Rep1Com4	4	Novosphingobium.2	Rep0	no	SP03	SilwoodPark	4M	NA	NA	11	NA	NA	NA	NA	Rep0.Class11	Class11	Evolved	Evolved.Rep0.Class11	Evolved.Class11
C5.Nov2.SP04.1.Com	Novo2Rep1Com5	5	Novosphingobium.2	Rep0	no	SP04	SilwoodPark	4M	NA	NA	12	NA	NA	NA	NA	Rep0.Class12	Class12	Evolved	Evolved.Rep0.Class12	Evolved.Class12
C6.Nov2.WYC41.1.Com	Novo2Rep1Com6	6	Novosphingobium.2	Rep0	no	WYC41	WythamWoods	4M	NA	NA	11	NA	NA	NA	NA	Rep0.Class11	Class11	Evolved	Evolved.Rep0.Class11	Evolved.Class11
C7.Nov2.WYC42.1.Com	Novo2Rep1Com7	7	Novosphingobium.2	Rep0	no	WYC42	WythamWoods	4M	NA	NA	13	NA	NA	NA	NA	Rep0.Class13	Class13	Evolved	Evolved.Rep0.Class13	Evolved.Class13
C8.Nov2.WYM25.1.Com	Novo2Rep1Com8	8	Novosphingobium.2	Rep0	no	WYM25	WythamWoods	4M	NA	NA	13	NA	NA	NA	NA	Rep0.Class13	Class13	Evolved	Evolved.Rep0.Class13	Evolved.Class13
D1.Nov2.AE103.2.Com	Novo2Rep2Com1	1	Novosphingobium.2	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	14	NA	NA	NA	NA	Rep0.Class14	Class14	Evolved	Evolved.Rep0.Class14	Evolved.Class14
D2.Nov2.BB22.2.Com	Novo2Rep2Com2	2	Novosphingobium.2	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	15	NA	NA	NA	NA	Rep0.Class15	Class15	Evolved	Evolved.Rep0.Class15	Evolved.Class15
D3.Nov2.SP02.2.Com	Novo2Rep2Com3	3	Novosphingobium.2	Rep0	no	SP02	SilwoodPark	4M	NA	NA	16	NA	NA	NA	NA	Rep0.Class16	Class16	Evolved	Evolved.Rep0.Class16	Evolved.Class16
D4.Nov2.SP03.2.Com	Novo2Rep2Com4	4	Novosphingobium.2	Rep0	no	SP03	SilwoodPark	4M	NA	NA	17	NA	NA	NA	NA	Rep0.Class17	Class17	Evolved	Evolved.Rep0.Class17	Evolved.Class17
D5.Nov2.SP04.2.Com	Novo2Rep2Com5	5	Novosphingobium.2	Rep0	no	SP04	SilwoodPark	4M	NA	NA	18	NA	NA	NA	NA	Rep0.Class18	Class18	Evolved	Evolved.Rep0.Class18	Evolved.Class18
D6.Nov2.WYC41.2.Com	Novo2Rep2Com6	6	Novosphingobium.2	Rep0	no	WYC41	WythamWoods	4M	NA	NA	19	NA	NA	NA	NA	Rep0.Class19	Class19	Evolved	Evolved.Rep0.Class19	Evolved.Class19
D7.Nov2.WYC42.2.Com	Novo2Rep2Com7	7	Novosphingobium.2	Rep0	no	WYC42	WythamWoods	4M	NA	NA	19	NA	NA	NA	NA	Rep0.Class19	Class19	Evolved	Evolved.Rep0.Class19	Evolved.Class19
D8.Nov2.WYM25.2.Com	Novo2Rep2Com8	8	Novosphingobium.2	Rep0	no	WYM25	WythamWoods	4M	NA	NA	19	NA	NA	NA	NA	Rep0.Class19	Class19	Evolved	Evolved.Rep0.Class19	Evolved.Class19
E1.IsoMix.AE103.1.Com	StrainMix1Rep1Com1	1	StrainMix	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	20	NA	NA	NA	NA	Rep0.Class20	Class20	Evolved	Evolved.Rep0.Class20	Evolved.Class20
E2.IsoMix.BB22.1.Com	StrainMix1Rep1Com2	2	StrainMix	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	21	NA	NA	NA	NA	Rep0.Class21	Class21	Evolved	Evolved.Rep0.Class21	Evolved.Class21
E3.IsoMix.SP02.1.Com	StrainMix1Rep1Com3	3	StrainMix	Rep0	no	SP02	SilwoodPark	4M	NA	NA	22	NA	NA	NA	NA	Rep0.Class22	Class22	Evolved	Evolved.Rep0.Class22	Evolved.Class22
E4.IsoMix.SP03.1.Com	StrainMix1Rep1Com4	4	StrainMix	Rep0	no	SP03	SilwoodPark	4M	NA	NA	23	NA	NA	NA	NA	Rep0.Class23	Class23	Evolved	Evolved.Rep0.Class23	Evolved.Class23
E5.IsoMix.SP04.1.Com	StrainMix1Rep1Com5	5	StrainMix	Rep0	no	SP04	SilwoodPark	4M	NA	NA	24	NA	NA	NA	NA	Rep0.Class24	Class24	Evolved	Evolved.Rep0.Class24	Evolved.Class24
E6.IsoMix.WYC41.1.Com	StrainMix1Rep1Com6	6	StrainMix	Rep0	no	WYC41	WythamWoods	4M	NA	NA	24	NA	NA	NA	NA	Rep0.Class24	Class24	Evolved	Evolved.Rep0.Class24	Evolved.Class24
E7.IsoMix.WYC42.1.Com	StrainMix1Rep1Com7	7	StrainMix	Rep0	no	WYC42	WythamWoods	4M	NA	NA	25	NA	NA	NA	NA	Rep0.Class25	Class25	Evolved	Evolved.Rep0.Class25	Evolved.Class25
E8.IsoMix.WYM25.1.Com	StrainMix1Rep1Com8	8	StrainMix	Rep0	no	WYM25	WythamWoods	4M	NA	NA	25	NA	NA	NA	NA	Rep0.Class25	Class25	Evolved	Evolved.Rep0.Class25	Evolved.Class25
F1.IsoMix.AE103.2.Com	StrainMixRep2Com1	1	StrainMix	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	26	NA	NA	NA	NA	Rep0.Class26	Class26	Evolved	Evolved.Rep0.Class26	Evolved.Class26
F2.IsoMix.BB22.2.Com	StrainMixRep2Com2	2	StrainMix	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	27	NA	NA	NA	NA	Rep0.Class27	Class27	Evolved	Evolved.Rep0.Class27	Evolved.Class27
F3.IsoMix.SP02.2.Com	StrainMixRep2Com3	3	StrainMix	Rep0	no	SP02	SilwoodPark	4M	NA	NA	28	NA	NA	NA	NA	Rep0.Class28	Class28	Evolved	Evolved.Rep0.Class28	Evolved.Class28
F4.IsoMix.SP03.2.Com	StrainMixRep2Com4	4	StrainMix	Rep0	no	SP03	SilwoodPark	4M	NA	NA	29	NA	NA	NA	NA	Rep0.Class29	Class29	Evolved	Evolved.Rep0.Class29	Evolved.Class29
F5.IsoMix.SP04.2.Com	StrainMixRep2Com5	5	StrainMix	Rep0	no	SP04	SilwoodPark	4M	NA	NA	30	NA	NA	NA	NA	Rep0.Class30	Class30	Evolved	Evolved.Rep0.Class30	Evolved.Class30
F6.IsoMix.WYC41.2.Com	StrainMixRep2Com6	6	StrainMix	Rep0	no	WYC41	WythamWoods	4M	NA	NA	30	NA	NA	NA	NA	Rep0.Class30	Class30	Evolved	Evolved.Rep0.Class30	Evolved.Class30
F7.IsoMix.WYC42.2.Com	StrainMixRep2Com7	7	StrainMix	Rep0	no	WYC42	WythamWoods	4M	NA	NA	31	NA	NA	NA	NA	Rep0.Class31	Class31	Evolved	Evolved.Rep0.Class31	Evolved.Class31
F8.IsoMix.WYM25.2.Com	StrainMixRep2Com8	8	StrainMix	Rep0	no	WYM25	WythamWoods	4M	NA	NA	32	NA	NA	NA	NA	Rep0.Class32	Class32	Evolved	Evolved.Rep0.Class32	Evolved.Class32
G1.CTRL.AE103.1.Com	CTRLRep1Com1	1	CTRL	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	33	NA	NA	NA	NA	Rep0.Class33	Class33	Evolved	Evolved.Rep0.Class33	Evolved.Class33
G2.CTRL.BB22.1.Com	CTRLRep1Com2	2	CTRL	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	34	NA	NA	NA	NA	Rep0.Class34	Class34	Evolved	Evolved.Rep0.Class34	Evolved.Class34
G3.CTRL.SP02.1.Com	CTRLRep1Com3	3	CTRL	Rep0	no	SP02	SilwoodPark	4M	NA	NA	35	NA	NA	NA	NA	Rep0.Class35	Class35	Evolved	Evolved.Rep0.Class35	Evolved.Class35
G4.CTRL.SP03.1.Com	CTRLRep1Com4	4	CTRL	Rep0	no	SP03	SilwoodPark	4M	NA	NA	36	NA	NA	NA	NA	Rep0.Class36	Class36	Evolved	Evolved.Rep0.Class36	Evolved.Class36
G5.CTRL.SP04.1.Com	CTRLRep1Com5	5	CTRL	Rep0	no	SP04	SilwoodPark	4M	NA	NA	37	NA	NA	NA	NA	Rep0.Class37	Class37	Evolved	Evolved.Rep0.Class37	Evolved.Class37
G6.CTRL.WYC41.1.Com	CTRLRep1Com6	6	CTRL	Rep0	no	WYC41	WythamWoods	4M	NA	NA	38	NA	NA	NA	NA	Rep0.Class38	Class38	Evolved	Evolved.Rep0.Class38	Evolved.Class38
G7.CTRL.WYC42.1.Com	CTRLRep1Com7	7	CTRL	Rep0	no	WYC42	WythamWoods	4M	NA	NA	39	NA	NA	NA	NA	Rep0.Class39	Class39	Evolved	Evolved.Rep0.Class39	Evolved.Class39
G8.CTRL.WYM25.1.Com	CTRLRep1Com8	8	CTRL	Rep0	no	WYM25	WythamWoods	4M	NA	NA	39	NA	NA	NA	NA	Rep0.Class39	Class39	Evolved	Evolved.Rep0.Class39	Evolved.Class39
H1.CTRL.AE103.2.Com	CTRLRep2Com1	1	CTRL	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	40	NA	NA	NA	NA	Rep0.Class40	Class40	Evolved	Evolved.Rep0.Class40	Evolved.Class40
H2.CTRL.BB22.2.Com	CTRLRep2Com2	2	CTRL	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	41	NA	NA	NA	NA	Rep0.Class41	Class41	Evolved	Evolved.Rep0.Class41	Evolved.Class41
H3.CTRL.SP02.2.Com	CTRLRep2Com3	3	CTRL	Rep0	no	SP02	SilwoodPark	4M	NA	NA	33	NA	NA	NA	NA	Rep0.Class33	Class33	Evolved	Evolved.Rep0.Class33	Evolved.Class33
H4.CTRL.SP03.2.Com	CTRLRep2Com4	4	CTRL	Rep0	no	SP03	SilwoodPark	4M	NA	NA	42	NA	NA	NA	NA	Rep0.Class42	Class42	Evolved	Evolved.Rep0.Class42	Evolved.Class42
H5.CTRL.SP04.2.Com	CTRLRep2Com5	5	CTRL	Rep0	no	SP04	SilwoodPark	4M	NA	NA	43	NA	NA	NA	NA	Rep0.Class43	Class43	Evolved	Evolved.Rep0.Class43	Evolved.Class43
H6.CTRL.WYC41.2.Com	CTRLRep2Com6	6	CTRL	Rep0	no	WYC41	WythamWoods	4M	NA	NA	44	NA	NA	NA	NA	Rep0.Class44	Class44	Evolved	Evolved.Rep0.Class44	Evolved.Class44
H7.CTRL.WYC42.2.Com	CTRLRep2Com7	7	CTRL	Rep0	no	WYC42	WythamWoods	4M	NA	NA	45	NA	NA	NA	NA	Rep0.Class45	Class45	Evolved	Evolved.Rep0.Class45	Evolved.Class45
H8.CTRL.WYM25.2.Com	CTRLRep2Com8	8	CTRL	Rep0	no	WYM25	WythamWoods	4M	NA	NA	46	NA	NA	NA	NA	Rep0.Class46	Class46	Evolved	Evolved.Rep0.Class46	Evolved.Class46
A9.Riz1.BB66.1.Com	NA	9	Rhizobium.1	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	47	NA	NA	NA	NA	Rep0.Class47	Class47	Evolved	Evolved.Rep0.Class47	Evolved.Class47
A10.Mix.AE103.1.Bag	NA	1	StrainMix	Rep0	Yes	AE103	AshridgeEstate	4M	NA	NA	47	NA	NA	NA	NA	Rep0.Class47	Class47	Evolved	Evolved.Rep0.Class47	Evolved.Class47
A11.Mix.SP04.1.Bag	NA	5	StrainMix	Rep0	Yes	SP04	SilwoodPark	4M	NA	NA	6	NA	NA	NA	NA	Rep0.Class6	Class6	Evolved	Evolved.Rep0.Class6	Evolved.Class6
A12.Mix.BB66.1.Bag	NA	9	StrainMix	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	6	NA	NA	NA	NA	Rep0.Class6	Class6	Evolved	Evolved.Rep0.Class6	Evolved.Class6
B9.Riz1.BB66.2.Com	NA	9	Rhizobium.1	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	48	NA	NA	NA	NA	Rep0.Class48	Class48	Evolved	Evolved.Rep0.Class48	Evolved.Class48
B10.Mix.AE103.2.Bag	NA	1	StrainMix	Rep0	Yes	AE103	AshridgeEstate	4M	NA	NA	7	NA	NA	NA	NA	Rep0.Class7	Class7	Evolved	Evolved.Rep0.Class7	Evolved.Class7
B11.Mix.SP04.2.Bag	NA	5	StrainMix	Rep0	Yes	SP04	SilwoodPark	4M	NA	NA	7	NA	NA	NA	NA	Rep0.Class7	Class7	Evolved	Evolved.Rep0.Class7	Evolved.Class7
B12.Mix.BB66.2.Bag	NA	9	StrainMix	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	7	NA	NA	NA	NA	Rep0.Class7	Class7	Evolved	Evolved.Rep0.Class7	Evolved.Class7
C9.Nov2.BB66.1.Com	NA	9	Novosphingobium.2	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	49	NA	NA	NA	NA	Rep0.Class49	Class49	Evolved	Evolved.Rep0.Class49	Evolved.Class49
C10.Mix.BB22.1.Bag	NA	9	StrainMix	Rep0	Yes	BB22	BurhamBeeches	4M	NA	NA	49	NA	NA	NA	NA	Rep0.Class49	Class49	Evolved	Evolved.Rep0.Class49	Evolved.Class49
C11.Mix.WYC41.1.Bag	NA	6	StrainMix	Rep0	Yes	WYC41	WythamWoods	4M	NA	NA	50	NA	NA	NA	NA	Rep0.Class50	Class50	Evolved	Evolved.Rep0.Class50	Evolved.Class50
C12.AE103.02.Iso	NA	1	Isolate	Rep0	Yes	AE103	AshridgeEstate	4M	NA	NA	51	NA	NA	NA	NA	Rep0.Class51	Class51	Evolved	Evolved.Rep0.Class51	Evolved.Class51
D9.Nov2.BB66.2.Com	NA	9	Novosphingobium.2	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	52	NA	NA	NA	NA	Rep0.Class52	Class52	Evolved	Evolved.Rep0.Class52	Evolved.Class52
D10.Mix.BB22.2.Bag	NA	2	StrainMix	Rep0	Yes	BB22	BurhamBeeches	4M	NA	NA	53	NA	NA	NA	NA	Rep0.Class53	Class53	Evolved	Evolved.Rep0.Class53	Evolved.Class53
D11.Mix.WYC41.2.Bag	NA	6	StrainMix	Rep0	Yes	WYC41	WythamWoods	4M	NA	NA	54	NA	NA	NA	NA	Rep0.Class54	Class54	Evolved	Evolved.Rep0.Class54	Evolved.Class54
D12.BB22.01.Iso	NA	2	Isolate	Rep0	Yes	BB22	BurhamBeeches	4M	NA	NA	55	NA	NA	NA	NA	Rep0.Class55	Class55	Evolved	Evolved.Rep0.Class55	Evolved.Class55
E9.IsoMix.BB66.1.Com	NA	9	Community	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	29	NA	NA	NA	NA	Rep0.Class29	Class29	Evolved	Evolved.Rep0.Class29	Evolved.Class29
E10.Mix.SP02.1.Bag	NA	3	StrainMix	Rep0	Yes	SP02	SilwoodPark	4M	NA	NA	28	NA	NA	NA	NA	Rep0.Class28	Class28	Evolved	Evolved.Rep0.Class28	Evolved.Class28
E11.Mix.WYC42.1.Bag	NA	7	StrainMix	Rep0	Yes	WYC42	WythamWoods	4M	NA	NA	56	NA	NA	NA	NA	Rep0.Class56	Class56	Evolved	Evolved.Rep0.Class56	Evolved.Class56
E12.MQ.CTRL.1.NA	NA	NA	Water	Rep0	Yes	CTRL	NA	4M	NA	NA	28	NA	NA	NA	NA	Rep0.Class28	Class28	Evolved	Evolved.Rep0.Class28	Evolved.Class28
F9.NIsoMix.BB66.2.Com	NA	9	Community	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	57	NA	NA	NA	NA	Rep0.Class57	Class57	Evolved	Evolved.Rep0.Class57	Evolved.Class57
F10.Mix.SP02.2.Bag	NA	2	StrainMix	Rep0	Yes	SP02	SilwoodPark	4M	NA	NA	58	NA	NA	NA	NA	Rep0.Class58	Class58	Evolved	Evolved.Rep0.Class58	Evolved.Class58
F11.Mix.WYC42.2.Bag	NA	7	StrainMix	Rep0	Yes	WYC42	WythamWoods	4M	NA	NA	58	NA	NA	NA	NA	Rep0.Class58	Class58	Evolved	Evolved.Rep0.Class58	Evolved.Class58
F12.MQ.CTRL.2.NA	NA	NS	Water	Rep0	Yes	CTRL	NA	4M	NA	NA	58	NA	NA	NA	NA	Rep0.Class58	Class58	Evolved	Evolved.Rep0.Class58	Evolved.Class58
G9.CTRL.BB66.1.Com	NA	9	Water	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	59	NA	NA	NA	NA	Rep0.Class59	Class59	Evolved	Evolved.Rep0.Class59	Evolved.Class59
G10.Mix.SP03.1.Bag	NA	4	Community	Rep0	Yes	SP03	SilwoodPark	4M	NA	NA	60	NA	NA	NA	NA	Rep0.Class60	Class60	Evolved	Evolved.Rep0.Class60	Evolved.Class60
G11.Mix.WYM25.1.Bag	NA	8	StrainMix	Rep0	Yes	WYM25	WythamWoods	4M	NA	NA	39	NA	NA	NA	NA	Rep0.Class39	Class39	Evolved	Evolved.Rep0.Class39	Evolved.Class39
G12.PCR.CTRL.1.NA	NA	NA	Water	Rep0	Yes	CTRL	NA	4M	NA	NA	59	NA	NA	NA	NA	Rep0.Class59	Class59	Evolved	Evolved.Rep0.Class59	Evolved.Class59
H9.CTRL.BB66.2.Com	NA	9	Community	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	61	NA	NA	NA	NA	Rep0.Class61	Class61	Evolved	Evolved.Rep0.Class61	Evolved.Class61
H10.Mix.SP03.2.Bag	NA	4	StrainMix	Rep0	Yes	SP03	SilwoodPark	4M	NA	NA	62	NA	NA	NA	NA	Rep0.Class62	Class62	Evolved	Evolved.Rep0.Class62	Evolved.Class62
H11.Mix.WYM25.2.Bag	NA	8	StrainMix	Rep0	Yes	WYM25	WythamWoods	4M	NA	NA	63	NA	NA	NA	NA	Rep0.Class63	Class63	Evolved	Evolved.Rep0.Class63	Evolved.Class63
H12.PCR.CTRL.2.NA	NA	NA	Water	Rep0	Yes	CTRL	NA	4M	NA	NA	64	NA	NA	NA	NA	Rep0.Class64	Class64	Evolved	Evolved.Rep0.Class64	Evolved.Class64
AE05.1	NA	NA	NA	Rep1	NA	AE05	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE05.2	NA	NA	NA	Rep2	NA	AE05	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE05.3	NA	NA	NA	Rep3	NA	AE05	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE05.4	NA	NA	NA	Rep4	NA	AE05	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE100.1	NA	NA	NA	Rep1	NA	AE100	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE100.2	NA	NA	NA	Rep2	NA	AE100	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE100.3	NA	NA	NA	Rep3	NA	AE100	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE100.4	NA	NA	NA	Rep4	NA	AE100	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE101.1	NA	NA	NA	Rep1	NA	AE101	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE101.2	NA	NA	NA	Rep2	NA	AE101	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE101.3	NA	NA	NA	Rep3	NA	AE101	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE101.4	NA	NA	NA	Rep4	NA	AE101	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE103.1	NA	NA	NA	Rep1	NA	AE103	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE103.2	NA	NA	NA	Rep2	NA	AE103	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE103.3	NA	NA	NA	Rep3	NA	AE103	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE103.4	NA	NA	NA	Rep4	NA	AE103	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE107.1	NA	NA	NA	Rep1	NA	AE107	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE107.2	NA	NA	NA	Rep2	NA	AE107	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE107.3	NA	NA	NA	Rep3	NA	AE107	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
AE107.4	NA	NA	NA	Rep4	NA	AE107	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE110.2	NA	NA	NA	Rep2	NA	AE110	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
AE110.4	NA	NA	NA	Rep4	NA	AE110	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
AE116.1	NA	NA	NA	Rep1	NA	AE116	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
AE116.2	NA	NA	NA	Rep2	NA	AE116	AshridgeEstate	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
