variable	node_purity_increase
36	335.730185160788
161	333.820397230786
155	128.434765457629
84	121.822025033489
148	107.748806913278
119	79.8594093378517
2	57.686484694802
177	56.8811702299685
43	56.6930744926741
56	37.939063403803
47	37.1925821028932
counts	35.4544224512788
199	33.9061325229609
122	29.3392690081889
108	29.2347531323969
49	26.9190930336535
42	26.4124638681719
24	25.951197379177
151	25.8486697178256
179	24.8118271996565
170	22.7903953995886
111	22.7285312795993
74	21.2479524365674
187	20.6270196018656
141	20.6180471882109
7	18.7016307643099
16	17.010750245346
115	16.9760387950607
146	16.8262937836352
81	16.1687013773043
185	15.1489881459626
12	14.9998297867147
6	14.7118754412815
137	13.7947345607068
145	13.7521134518567
8	13.5870405887186
88	13.5436221707194
5	12.3914481499765
70	12.1691639187978
30	12.1210683818106
147	12.0757627798958
63	11.9067185348306
90	11.9033933320556
22	11.832622846737
48	11.6376641390927
3	11.3496945757637
93	11.1558450305143
76	10.9247467916492
1	10.7767130678285
29	10.6635566145738
46	10.6422438939402
15	10.6140209066703
18	10.485713259227
138	10.3167927799299
14	10.085969862575
110	9.98121886868311
28	9.70461491647214
23	9.57925437776183
40	9.33462832612211
104	9.15410048270416
120	9.12707830210457
69	8.9904580756945
41	8.8934903039883
59	8.81537746391326
158	8.67625635744215
107	8.65180315830015
142	8.42425686649667
45	8.35020220359802
87	8.10043860860681
143	7.7543293338167
195	7.65784786528259
127	7.61027180962368
123	7.56929965232558
80	7.56727568393542
130	7.52911287236998
125	7.5260809247074
202	7.51910128233407
216	7.16320618405757
101	6.99557061261907
100	6.8629433538422
165	6.79271204405137
21	6.76274908130992
19	6.64508350247177
105	6.6361033756954
89	6.43731356852722
212	5.98063729901078
62	5.72109016332274
139	5.69245511371791
31	5.51756349737512
57	5.50662350764326
52	5.36052883660938
82	4.98004165386062
162	4.9160036149626
133	4.76656988978355
113	4.73211670991092
79	4.58864930160509
222	4.51609333013034
136	4.49481726437427
66	4.15443736931378
20	4.09756094496206
61	4.03221860323873
58	3.98760147082304
67	3.95047025937423
180	3.8946334173981
55	3.86093624915315
102	3.81420115804226
35	3.76046067089326
169	3.28710589724549
98	3.24403285354646
53	3.21956404586872
17	3.17503791746589
171	3.16816566621078
33	3.10743547561423
149	3.09131279852435
159	3.05398027735163
11	3.05058891199798
51	2.94543381670357
4	2.83053966653872
26	2.80249514616737
37	2.78786744352657
44	2.7456602672161
86	2.57820444758633
54	2.57512561185014
112	2.47484584246194
96	2.36481434247153
73	2.36172198940222
83	2.27842973759336
72	2.16440929244243
60	2.11003613878787
9	1.88753433353302
160	1.82392240389225
167	1.81015163753132
129	1.70584974259011
71	1.68162583717941
217	1.57398782571568
77	1.49793753717361
166	1.49505407132662
214	1.37401082593024
68	1.31690509304413
109	1.27868768910029
97	1.22506616500521
190	1.06548546244192
153	1.02082293510302
176	0.965794696812205
181	0.90294055708967
95	0.89767187017162
92	0.883118700630791
99	0.630894613944685
173	0.362351277053214
175	0.291990040306317
85	0.144733968116721
94	0.0656691266557301
210	0.064922151159482
172	0.0256630571949767
50	0.0204597437209476
64	0.0179150705755964
103	0.00183711923904124
121	0
